stat, value, width, code, quant, switch
Shower, 375.84,5,H{R*2SI}OP,1357,On
Fog, 246.69,24,I{C*2K}BJ,1810,On
Sky, 415.89,7,E{G*4FM}AP,1855,On
Moon, 151.89,8,N{F*8FQ}ZM,1834,Off
Rain, 713.48,15,F{S*0VS}TD,95,On
Fog,1165.79,14,S{I*3VJ}AK,1767,On
Fog, 179.14,5,I{R*8UU}VX,2031,Off
Fog, 237.34,7,J{Y*9CV}NW,1560,On
Cloud,1064.74,6,M{Z*GN}WK,1909,On
Sun, 880.85,6,T{C*8!E}HR,2079,Off
Sleet, 815.14,8,O{K*0HK}XX,1574,On
Snow, 597.09,5,B{P*8XM}SP,1652,On
Cloud,1105.22,8,Y{B*6WZ}DW,1450,On
Rain, 905.66,5,J{V*0QB}GT,523,On
Hail, 969.19,6,B{Z*jYS}XU,1930,Off
Rain, 654.74,8,W{U*2XKaPE,1714,On
Fog, 776.36,6,W{X*4WHDX,420,On
Breeze,1174.03,5,S{L*6AQ}TG,1637,On
Sun, 293.84,7,F{V*6EK}PH,726,On
Breeze,1086.37,6,X{S*3EY}NS,1895,On
Hail,1007.44,8,X{D*3CZ}GF,1413,Off
Hail, 912.30,7,N{W*9IK}NQ,2295,On
Hail,1027.81,7,H{D*4YI}TD,1753,On
Shower, 782.07,7,O{M*0ZF}QM,1528,On
Sun, 545.26,8,J{E*0CP}IV,2113,On
Fog, 803.36,12,M{I*4NA}XR,2023,Off
Snow, 911.06,8,R{J*0VO}QM,827,On
Cloud, 281.13,6,K{N*4IE}HN,150,On
Fog,1151.67,5,D{Z*8IT}HR,2166,On
Rain, 596.11,6,W{R51LU}BE,693,Off
Fog,  10.38,6,D{N*4DU}TW,1417,On
Mist, 300.31,5,S{G*5CQ}LC,1070,On
Breeze, 107.89,18,K{Y*4TP}FD,2271,On
Snow, 620.38,5,C{M*6GE}GX,1785,Off
Sun, 804.37,6,P{E*4GA}AN,1681,Off
Fog, 867.46,8,Q{L*2SD}IS,1946,On
Snow, 930.08,6,C{GV3UN}RE,1244,On
Shower,  63.89,5,X{E*9RG}YK,1635,Off
Fog,1077.44,10,C{K*0WT}LH,2174,Off
Sun,1061.54,7,Q{E*4RL}VX,2234,On
Shower, 235.54,5,G{H*9FP}VR,1428,On
Breeze, 621.67,18,H{A*9GE}YP,1514,On
Breeze,1107.58,13,X{M27RU}AD,1243,On
Rain, 553.43,5,K{G*5ZH}PD,2238,On
Cloud, 752.44,6,Y{Q*6YU}DL,626,On
Rain, 915.67,7,RL{X*5KN}ZU,1024,On
Breeze, 223.10,6,S{N*9OL}EZ,1559,On
Sun, 116.89,8,N{l*2HC}RT,2188,On
Fog, 496.70,23,F{G*6SA}YU,355,Off
Fog,  75.04,18,P{Z*3HO}TT,2006,On
Hail, 295.63,7,N{K*6MX}LS,1446,On
Fog,1208.76,5,E{J*4NN}XS,2080,On
Fog,1211.62,5,N{O*6UE}EU,1860,On
Fog, 273.36,5,R{G*4NN}GI,2094,Off
Sun, 367.14,6,F{Q*9PZ}VS,164,On
Shower, 596.01,7,S{J*6W#}KS,2055,Off
Breeze, 565.98,7,F{O*5A}LD,487,On
Moon, 218.44,8,K{I*3SY}LK,2,On
Rain,1207.49,16,M{Z*1LY}LF,1004,On
Fog,1059.88,5,R{E*5JU}BJ,539,On
Fog, 197.36,5,E{Z*4IS}OV,628,On
Wind,1186.56,8,G{E*9MX}WI,919,Off
Cloud, 583.90,22,T{Q8GG}WQ,2262,On
Rain,1204.16,6,W{L*5QL}SZ,2255,On
Cloud,  58.87,5,B{W*0AU}VY,1730,On
Cloud, 615.51,23,B{Z*2MS}WN,1641,Off
Shower,1133.67,7,U{U*2CE}FV,1810,On
Sun,  26.15,8,N{G*7AB}PV,1745,On
Mist,   8.53,15,W{F*1WY}QQ,1940,On
Snow, 560.90,22,Y{L*0DN}QA,1726,Off
Mist, 934.95,6,G{0*9CE}OO,1954,On
Wind,1004.35,8,G{J*4KW}RD,2191,On
Wind,1066.16,6,V{Jb7SO}VY,2262,On
Cloud, 810.99,8,P{H*5XV}GC,2097,On
Cloud,1087.25,7,C{S*9CE}CR,1377,On
Mist, 357.15,7,V{O*2HZ}JO,1558,Off
Shower, 621.63,8,O{D*8YR}ZG,1550,On
Fog, 384.42,8,N{S*2CK}OZ,1689,On
Shower, 752.38,12,K{J*6DY}LS,13,Off
Shower, 282.45,5,S{F*6YY}YN,2223,On
Rain,1122.00,8,Q{L*9SE}CR,1310,On
Rain, 937.96,7,T{M*5JP}CY,1738,On
Fog,1007.23,5,V{V*5JW}VH,597,On
Hail, 832.46,5,Y{J*8IO}BM,902,Off
Cloud, 777.03,7,W{D*2U}BA,1874,On
Cloud, 913.42,7,I{Y*1CH}TW,1776,On
Fog,  56.20,7,Q{W*1JP}UD,1251,On
Cloud, 453.13,20,T{Q*5YK}MC,2158,On
Cloud,1167.34,8,W{U*9ZS}PB,1301,On
Mist,1008.66,8,H{K*6QVzHR,1111,On
Fog,  39.44,5,Y{E*9CL}PO,1753,On
Sleet,1027.06,6,J{P*7HU}ZK,1428,On
Rain,  78.82,7,O{Y*8NL}ZV,2125,On
Cloud, 224.02,6,X{P*5ID}NK,502,On
Snow, 162.59,5,F{T*0KG}MP,2123,On
Wind, 534.39,6,U{C*7FK}EC,2204,On
Rain, 179.19,7,W{U*3IN}BN,2140,On
Fog, 665.77,5,U{V*9LF}SC,1311,On
Shower, 201.66,8,M{I*2QB}FD,709,On
Shower,1118.84,5,M{J*5JA}JE,210,On
Snow, 864.07,7,C{R*2TW}ZO,1860,On
Sleet, 350.68,9,E{U*5HF}KI,1090,Off
Rain, 230.99,5,Y{M*1CN}FP,183,On
Wind,1137.30,21,F{T*0ZO}SR,856,On
Shower, 843.27,7,I{L*1LQ}WX,2123,On
Fog, 272.46,5,{I*8AQ}JG,2281,On
Sky,1059.27,5,J{S*6MO}XM,1658,On
Breeze, 847.34,6,Z{U*2JX}GE,120,On
Breeze, 196.19,10,E{F*0ZU}SA,1457,On
Breeze, 619.39,21,M{S*0GH}GM,1325,On
Cloud, 611.26,7,K{X*2RM}OW,1416,On
Fog, 746.69,17,G{M*7MW}SJ,1926,On
Cloud, 736.91,18,J{J*4SJ}MA,1766,Off
Wind, 709.50,6,N{C*0QF}TG,2189,On
Sun, 921.34,8,R{*3WZ}RY,958,On
Rain,1031.38,5,X{C*5BU}JK,1680,Off
Snow, 845.98,8,H{E*1HZ}FB,1778,On
Shower, 231.50,5,C{A*0DW}RC,2041,On
Breeze, 465.73,5,G{T*2VZ}DW,1092,On
Breeze, 853.53,5,Q{P*7QI}KW,226,On
Wind, 879.49,5,A6M*0AH}OO,1748,Off
Fog,1174.75,5,G{Z*5OE}YS,2051,Off
Cloud, 316.80,6,Z{O*3GG}BF,1461,On
Cloud, 909.56,6,S{X*KX}UI,731,On
Fog, 758.99,8,S{S*5JG<}OJ,291,On
Fog, 786.08,7,R{I*91X}TZ,1637,Off
Sun,1216.81,12,I{S*3WE}UO,2291,On
Rain,1136.01,13,N{E*6EY}WO,1280,On
Shower, 508.64,22,D{T*4QP}2T,821,Off
Cloud, 910.35,18,X{A*0HG}LB,1798,On
Fog, 765.46,22,P{G*0Hf}TP,2248,Off
Cloud,1196.24,6,H{J*7LD}YK,2118,On
Fog,1037.31,7,X{Q*0YU}EF,50,Off
Rain, 481.08,22,U{H*8JJ}DA,1780,On
Breeze, 801.24,10,I{V*6JJ}CR,1687,Off
Rain, 922.60,6,O{W*0BJ}MB,1443,On
Snow,1052.74,8,O{S*3PCOU,1791,On
Moon,  11.12,5,P{N*1JI}YD,1737,On
Cloud, 348.37,7,2W{Z*1ZE}EI,1245,On
Sun, 308.73,6,H{U*3BI}ZW,1519,On
Moon, 744.65,10,O{F*2PV}DB,2273,On
Sun, 746.90,8,Z{V*2FH}AD,1378,On
Sleet, 735.48,5,E{B*8JN}WD,2033,On
Sky, 869.76,5,Y{D*1YK}BC,1456,On
Sleet, 168.83,23,M{Y*9UK}EA,1053,On
Cloud, 987.88,5,E{R*0EZ}LM,1518,On
Rain, 347.03,5,P{K*9FH}GR,1219,On
Sleet, 630.74,19,S!{M*6ZL}KS,1504,On
Breeze, 880.95,11,Z{wN*0BG}KR,1716,On
Rain, 114.36,7,N{S*2VP}KC,2194,On
Sleet,1125.97,6,E{D*2HD}OS,837,On
Sleet, 307.72,5,L{U*2YF}NP,1652,On
Breeze, 337.53,6,L{B*7QI}PF,1324,On
Snow,  82.39,8,L{S*8D{}GS,2083,On
Cloud, 816.39,5,V{Z*1YH}AZ,1367,On
Snow,1216.25,18,R{Q*1WX}EB,2111,On
Wind, 839.09,21,X{L*7EQ}QX,1392,On
Snow, 794.14,16,T{I*5DN}XF,1715,On
Breeze, 255.78,8,A{U*0XO}NH,1423,Off
Fog, 140.74,7,F{B*0VT}KG,276,On
Fog,  88.06,24,G{L20TM}NB,2003,On
Mist, 936.02,7,V{U*7RB}XH,13,On
Fog, 889.69,5,C{S*5GZ}CT,2082,Off
Cloud, 571.56,8,V{W*3SK}RP,1553,On
Fog,1107.41,7,Q{B*6IR}YL,1253,On
Snow, 669.02,6,E{Z*1DE}SW,1917,On
Fog, 981.05,6,Y{F*7CG}QP,2040,On
Rain, 305.51,9,Q{D*9VA}VN,200,On
Cloud, 626.92,5,J{Mz6KE}UL,646,Off
Fog, 391.84,8,S{M*5PB}SP,697,On
Shower,  18.82,6,K{F*6WI}YH,1613,On
Sky, 726.05,8,U{B*7SC}AW,1891,Off
Rain, 952.71,5,F{F*3XM}CR,2140,On
Wind, 485.07,8,D{R*1ACHM,1850,On
Shower,1136.38,6,T{D*8YW}NL,2138,On
Wind, 781.69,9,J{L*2JV}OO,1500,On
Rain, 801.68,5,I{U*4SF}ZZ,1628,On
Sky,1181.07,8,L{B*6MX}HS,720,On
Cloud, 671.31,8,Z{G*9OE}NP,1560,On
Hail, 866.12,8,M{Z*1BK}QQ,225,On
Breeze, 969.55,7,G{I*5YL}UE,211,On
Sun,  20.93,8,P{Z*8ZT}UW,1130,On
Rain,1064.07,8,L{F*4XR}UV,322,On
Cloud,1194.88,7,O{W*3VE}ID,1508,On
Snow,1011.62,5,DX*7XC}VA,193,On
Shower, 630.42,8,I{F*1XD}FX,2047,On
Cloud, 339.96,5,Y{U*5RL}FQ,33,On
Rain, 446.77,7,X{I*2HU}GP,1308,On
Cloud,1111.73,6,E{C*9LG}LG,570,On
Wind, 393.44,6,K{G*8HW}CZ,845,On
Wind,  29.65,12,X{M*4OH}IH,38,On
Breeze, 297.11,7,N{V*7EX}ED,1795,On
Snow,1090.04,7,H{I*6VY}CT,1729,On
Cloud, 760.67,5,D{A*2VP}BN,1625,On
Mist,  13.68,7,Q{=J*2ZK}EX,2284,On
Shower, 641.40,5,C{K*4BO}JC,2166,On
Cloud, 245.57,8,E{N*7GW}AR,899,On
Hail, 357.53,16,K{E*8DE}IY,547,On
Breeze, 737.18,9,U{K*9QK}LT,1815,On
Fog,1114.76,10,K{R*3UQ}MO,1926,Off
Rain,1085.78,17,C{V*3AO}MZ,1667,Off
Shower, 135.21,6,R{I*1FL}IV,1381,Off
Cloud, 341.21,7,K{K*9TY}PL,1379,On
Shower,1021.24,5,K{H*0AN}BB,215,On
Rain, 268.26,7,O{T*5IC}PO,1931,On
Wind, 260.22,8,K{B*9KP}LO,1856,On
Sleet, 763.63,5,A{S*7NY}AT,1909,Off
Cloud, 722.56,6,A{A*8XC}KD,678,On
Fog, 948.23,16,Y{Q*6KR}YO,1269,On
Cloud, 969.69,6,H{U*2ZM}SE,1809,On
Moon,1089.35,6,G{Z*8XA}FL,2190,Off
Fog,1049.81,21,V{W*9QK}TL,339,On
Cloud, 788.75,8,C{C*3ImH}QY,2215,On
Sleet, 669.89,7,U{K*7HD}PA,2269,On
Mist,1017.49,5,B{U*0G+}BM,363,On
Sky, 835.54,12,L{I*0IV}UL,2070,On
Fog, 183.60,7,I{Y*3TC}ZC,864,On
Rain, 942.35,17,I{X2UF}KL,1841,On
Fog, 710.45,5,W{B*8GU}VQ,1275,On
Cloud, 746.16,17,W{X*2GT}RG,2035,Off
Moon,1136.10,5,V{Z*8NU}XK,2015,On
Breeze,1002.83,6,Q{H*7IE}ZF,1857,On
Shower,1208.65,8,N{S*6VR}KS,2186,On
Fog, 824.41,6,Y{K*5BU}QI,1504,Off
Fog,1081.32,5,M{Z*5DB}+Y,2266,Off
Rain, 892.48,8,V{L*8NW}IX,2194,On
Snow, 674.24,7,Q{S*6UX}JX,2026,On
Cloud,1200.35,8,S{B*0OX}Z,1493,Off
Sun, 406.60,7,A{H*0MX}YE,1677,On
Cloud, 790.81,7,KvD*0ZU}OB,473,On
Cloud,1065.29,6,B{A*1IM}TE,816,On
Breeze, 751.46,6,H{T*TIZ}RR,1539,On
Cloud, 661.82,6,D{J*3BP}DD,2229,On
Snow, 785.09,16,P{S*9NG}LM,22,On
Shower,1129.34,5,U{D*8ZO}AU,214,Off
Fog, 284.32,14,V{U*3YX}SZ,1654,On
Snow, 458.34,21,L{C*1EI}ZM,1871,On
Breeze, 906.06,7,G{I*9AD}FT,1315,On
Sky,  31.05,9,H{Mk4CT}DR,1697,On
Shower,1171.35,8,O{S*5JW}CN,1740,Off
Rain, 895.59,5,B{F*9PN}UK,272,On
Sleet, 861.58,8,V{K*8TQ}AF,1875,On
Fog, 244.85,6,L{X*8YT}AC,1959,On
Wind, 207.70,8,N{D*6PS}JT,1920,On
Cloud, 935.08,5,M{S*7NS}OT,103,On
Wind,1165.97,7,G{L*3OK}JB,120,Off
Breeze,1093.75,8,Q{E*4DM}KD,1722,Off
Mist, 101.48,7,W{X*3DF}TH,765,On
Sun,1115.58,8,X{V*2FpB}KB,1112,On
Sky,1163.13,6,J{Y*1LE}QU,1774,Off
Cloud, 370.42,8,C{A*7XN}SD,1969,On
Fog,1098.83,6,F{L*7QJ}GP,2027,Off
Fog, 944.80,7,X{V*5DEMQA,1773,On
Wind, 316.14,6,F{F*9BY}QV,372,On
Fog, 751.86,6,S{F*5SHkCJ,906,On
Mist,1178.27,5,N{Q*4PN}GX,2142,On
Moon, 129.73,5,C{F*2DS}PJ,2034,On
Fog,1037.04,8,U{Z*5VT}OJ,2281,On
Breeze, 873.85,6,Y{X*4CL}E,286,On
Cloud,1144.59,7,A{P*9HL}}T,1823,Off
Fog, 843.21,5,A{Y*3EM}RZ,1949,On
Fog, 707.80,7,O{D*7HQ}FX,189,On
Fog,1173.38,8,A{H*7DM}DR,1688,On
Hail, 924.68,20,V{D*5LQ}IK,610,On
Fog, 493.77,8,Y{Y*6FI}YK,1871,Off
Sleet, 695.86,7,I{N*3TR}EB,1540,On
Cloud, 804.86,7,P{N*8DV}GK,1632,On
Fog, 158.04,7,G{K*5VG}BZ,290,On
Fog, 984.63,8,L{I*0CM}HX,2056,On
Sleet, 241.78,7,J{J*3DD}0V,715,On
Breeze, 470.75,7,S{O*#7CM}RJ,1481,On
Sun,  48.83,5,A{W*6HN}GP,1832,On
Rain, 287.72,10,A{S*8GZ}TM,460,Off
Sun, 519.86,5,P{Y*2QZfIU,1652,On
Cloud,1022.28,6,B{O*9VB}GI,36,On
Sleet, 517.44,7,B{C*6MW}RX,2063,On
Snow, 922.31,5,C{4U*3AC}LI,1073,Off
Snow, 555.65,6,B{G*1JQ}VY,1559,On
Sun, 595.26,10,U{S*0TC}YM,452,On
Wind, 784.56,6,Q{A*9FE}DL,1730,Off
Breeze, 901.48,8,B{B*1HP}AI,679,Off
Rain,1127.00,8,P{W*3DT}LS,456,Off
Fog, 417.74,5,W9A*8DB}LJ,2236,Off
Breeze, 724.97,12,F{Z*6QM}UQ,1887,On
Cloud, 828.68,6,Y{T*5DK}AL,1668,On
Fog, 120.44,7,T{K*6ST}TL,1348,On
Rain,1189.28,6,X{F*7NU}wH,2017,On
Sun, 938.60,8,J{Q**FF}TA,1629,On
Rain, 647.33,5,C{K*6VY}WI,405,On
Fog, 390.67,6,T{C*5ZU}OD,263,On
Sun, 273.37,6,K{A*5BC}DQ,969,On
Sleet, 995.16,8,U{D*1YB}PG,836,On
Moon, 204.64,7,X{T*3TH}CP,898,On
Fog,1117.54,6,G{Z*1SH}ZM,2059,Off
Hail,1050.60,8,I{V*2FT}ZA,2022,On
Fog, 146.01,17,N{X*0EQ}OW,1485,Off
Sun, 825.77,5,J{L*5FS}MA,1830,Off
Rain, 371.04,8,M{A*4IW}LH,1305,On
Sleet, 581.28,11,T{A*6EI}EB,1657,On
Fog, 731.93,8,D{T*3PS}GV,1909,On
Shower, 360.33,8,U{H*6MY}AZ,1879,Off
Sun, 816.99,23,B{B*3SC}TX,2141,On
Fog, 956.46,11,N{Z*1XL}DE,1550,On
Cloud, 791.63,7,Q{G*2MF}PC,1822,On
Snow, 823.98,19,Y{T*0GF}UG,243,Off
Sky,1116.28,20,X{M*9FA}PP,2007,On
Wind, 123.76,8,S{H*3HE}HJ,1308,On
Rain,1077.32,6,O{E*1OE}SR,1759,On
Sleet, 323.52,7,D{I*7TI}CJ,1433,On
Breeze, 974.21,15,N{W*0JF}CX,1064,Off
Sun, 384.23,7,Q{R*3HG}XJ,1561,On
Fog,1055.89,8,V{Y*9EU}MI,2096,On
Cloud, 298.07,7,K{N*9BE}ZR,702,On
Fog, 274.93,7,Z>{S*1TP}NJ,1144,On
Fog,1077.98,6,P{J*4RO}BB,1922,On
Hail, 488.14,5,Y{E*7CY}EI,640,Off
Fog,1084.74,15,S{Z*8AY}OY,2187,On
Fog,  71.02,21,Y{R*8QQH}FS,1557,On
Snow, 380.11,5,L{F*6SL}FY,2286,On
Wind, 423.68,5,S{S*4QY}KH,1513,On
Sleet, 843.73,9,P{U*6TZ}PL,2097,On
Sky,  29.63,6,Y{F*5BJ}SQ,1359,On
Sky, 675.91,6,B{V*5AB}UW,2224,On
Rain, 589.43,8,V{R*1AU}GF,1583,On
Snow, 700.88,8,K{W*0ZN}LF,1623,On
Breeze, 698.32,5,U{L*6AY}GR,1743,Off
Fog,  62.88,17,U{Z*1CX}RJ,1818,On
Rain,1180.49,11,V{I*9IT}HK,282,On
Snow,1122.01,8,W{J*0TT}RK,630,On
Snow, 614.58,21,A{Q*2SC}NO,1982,On
Snow, 903.68,7,X{B*9NA}TT,183,On
Fog, 598.95,7,W{E*0PK}TR,2032,On
Rain, 386.06,5,F{E*6DL}GC,1793,On
Wind, 491.06,9,W{R*5GT}UZ,2103,On
Shower, 826.99,6,M{E*9XD}MV,1989,On
Sleet, 558.61,8,R{J*7DN}EY,1623,Off
Cloud, 166.31,6,E{Q*6BK}YL,228,On
Sun,1208.64,8,S{D*2KA7AF,1644,On
Shower, 287.91,10,Z{U*1LX}GF,1891,On
Fog,1083.19,7,W{P*3ID}UH,1242,On
Fog,1015.74,6,S{C*6UP}PX,1861,Off
Rain, 706.72,6,W{F*1CF}BI,100,On
Sky, 992.14,6,F{N*1HI}UI,2208,On
Cloud, 825.35,6,V{S*7ER}YL,2114,On
Cloud,1038.19,8,Q{D*6PT}NG,1407,On
Cloud, 289.14,18,J{Y*0ME}WE,645,Off
Wind,  97.26,8,T{U*0QO}OY,1540,On
Wind, 611.27,8,R{G*2KZ}PV,2128,Off
Sleet, 885.40,8,C{N*2LO}IA,1821,On
Snow, 984.24,6,I{F*3UJ}YP,1824,Off
Hail, 889.32,6,H{H*6WL}EN,2299,On
Cloud, 280.33,7,O{C*3ED}DO,1829,Off
Snow, 355.66,7,D{H*7M0}RP,772,On
Fog,1052.94,5,J{S*6NK}KX,1958,On
Rain, 635.30,8,Y{N*6FR}OE,170,Off
Snow, 669.23,8,Z{X*3LU}CG,915,Off
Cloud, 862.29,15,N{A*8II}KG,59,On
Cloud, 277.31,5,WhH*7DK}NB,2187,On
Wind,1009.34,5,Q{I*4TC}XU,1425,On
Snow,1016.50,8,T{M*8UQ}RQ,2098,On
Cloud, 999.36,8,Z{P*8IB}8E,2023,On
Cloud, 851.30,6,I{I*1WQ}DB,1463,On
Cloud, 234.17,7,G{R*2MY}WI,1740,On
Shower, 722.73,7,U{D*8VK}SI,224,On
Sun, 375.08,5,T{C*5IV}1Q,574,On
Sun, 799.98,24,H{R*8TY}AD,1580,On
Cloud, 660.40,6,T{N*0RW}BK,126,On
Fog, 145.54,8,J{R*1CP}GQ,1521,On
Moon, 468.26,8,Z{K*0OK}CS,942,Off
Snow, 989.46,6,N{U*5AQ}AS,1422,On
Cloud, 566.68,5,F{W*5MD}ON,52,On
Cloud,1025.95,7,B{M*6KT}JQ,2118,On
Shower,1129.42,7,D{I*1ZW}PW,562,On
Snow, 193.32,6,R{U*5EB}PC,1891,On
Rain,1081.36,5,Zs{U*7DI}ZY,1866,On
Moon, 918.74,9,P{E*8YR}YC,323,On
Breeze, 706.23,19,O{W*8RH}QL,1828,On
Breeze, 769.11,6,M{C*1LA}GQ,140,Off
Fog, 759.75,8,W{V*7SB}QU,1763,On
Cloud,1181.51,8,Y{F*6IW}QC,1465,On
Rain, 955.52,7,U{L*3MR}TM,1533,On
Fog, 614.28,5,L{N*0SG}KW,2001,On
Wind,1207.25,8,C{I*2JQ}GK,1515,On
Sky, 192.68,7,F{U*1FX}GH,2002,On
Sun, 221.06,6,E{2*9XB}YF,1112,On
Shower, 835.91,23,L{T*7PD}HP,1752,On
Fog, 942.73,8,Z{G*9AK}PU,1671,On
Wind, 202.47,8,O{M*8QD}DA,359,On
Wind, 907.98,6,R{I*9UP}QK,1106,On
Sleet, 142.58,5,T{E*7XY}VD,1869,On
Fog, 480.26,6,J{*6LL}MZ,352,Off
Wind, 576.14,6,A{B*6<WW}MX,396,On
Cloud, 226.42,5,L{D*8VM}VV,898,On
Hail, 977.74,6,C{G*6OM}9W,1002,On
Wind, 935.75,6,J{C*6UJ}QO,1590,On
Rain,1151.08,22,A{V*4LG}ZR,1895,On
Cloud,1159.52,8,8{D*2VX}QN,1541,Off
Wind,  64.15,6,A{E*6A}RJ,589,On
Breeze, 726.35,5,V{M*8VH}MS,2028,On
Sun, 788.89,5,Z{M*2WY}CQ,1435,On
Cloud, 852.96,7,X{R*9IO}TO,2282,Off
Fog, 933.55,24,A{A*8ET}JK,1446,Off
Rain,1050.80,13,J{H*9ZQ}OR,119,On
Cloud, 787.84,6,K{Q*4OU}QT,1263,Off
Fog, 654.76,8,B{X*7JC}ER,1564,On
Hail, 425.74,7,R{G*5QL}YT,410,On
Sun, 124.12,6,U{E*4RZL}BE,2175,On
Sky, 332.69,6,J{S*9EA}SM,1349,On
Fog, 812.64,22,L{D*2YN}TG,641,On
Sleet, 867.71,5,Z{C*3DR}CX,2165,On
Cloud, 708.63,7,H{Q*2NJ}OE,1950,On
Wind, 255.44,7,L{H*3AY}XH,1676,Off
Sun,1070.53,24,V{V*4AW}TZ,1518,On
Snow, 505.30,6,W{H*9UK}NZ,701,On
Rain, 561.82,8,F{X*6CO}KT,1756,On
Wind, 188.48,20,C{Q*1WQME,917,On
Snow,1124.97,18,U{C*6OK}TB,503,On
Sun, 703.63,19,U{B*6UW}VY,734,On
Shower,1107.13,16,R{F*4YM}CI,1215,Off
Moon,1219.61,5,T{U*0LI}PQ,1927,On
Snow,  24.95,6,K{G*7AN}VB,2185,On
Fog, 878.90,24,M{K*4NI}5K,1618,On
Fog, 343.33,5,H{E*7RW}BU,607,On
Moon, 580.54,7,P{Y*4ZY}RW,1601,On
Sun, 738.06,8,V{I*1MJ}CE,2096,On
Shower, 750.74,7,L{I*5ED}RZ,2219,On
Mist, 200.80,5,N{Y*1FS}MA,370,On
Shower,1186.86,8,A{=*1ON}SD,1961,On
Cloud,1075.48,7,Z{H*0VY}BD,1954,On
Shower, 157.51,7,U{I*6Z8}XD,1985,On
Fog, 660.37,5,M{S*8LH}AU,1426,On
Fog,  29.87,21,3{V*1YQ}XR,699,On
Snow,  90.27,7,B{O*7TL}WG,507,On
Sun, 745.43,6,T{O*6I2}CU,1702,On
Cloud, 832.34,6,T{F*1ND}FA,352,On
Sleet, 118.67,5,N{J*2EB}ZX,2168,On
Cloud, 535.41,5,O{W*7ME}AF,1383,On
Fog,1071.80,5,X{M*2XJ}UE,1056,On
Snow, 784.54,6,G{U*1LV}IH,526,On
Shower, 719.75,18,B{R*0IQ}GY,1644,On
Rain, 938.78,8,Y{X*7IS}DD,192,On
Sky,  27.32,8,K{D*7NY}UL,950,On
Breeze, 726.60,8,U{X*0HA}DK,1186,On
Snow, 190.23,7,J{L*1UX}UV,1399,On
Cloud, 388.53,5,R{R*8TW}LM,1031,On
Mist, 877.52,19,g{C*4MO}DM,2070,On
Shower,1167.22,7,5{B*4QQ}JT,1309,On
Fog,1072.17,6,G{B*6UM}OV,2299,Off
Rain, 564.09,8,D{S*5SA}MG,667,On
Sleet, 946.44,7,Z{C*4+Z}NL,973,On
Fog, 807.78,6,A{T*1#H}FF,1379,On
Fog, 660.36,8,N{B*4YC}VR,1905,Off
Fog, 276.90,6,F{L*2GB}WP,238,On
Shower, 420.44,8,S{C2ZA}UE,1247,On
Wind, 731.67,7,E{G*2SJ}PQ,2290,On
Wind, 767.04,6,MuY*7DA}TX,1645,On
Fog,1197.12,6,X{Q*2RZ}QT,188,On
Sleet, 544.94,8,Q{J*2YB}NQ,1132,Off
Breeze, 955.61,5,V{A*7QF}ES,1795,On
Cloud, 709.41,6,J{P*3ZB}CL,2261,On
Wind,1179.29,8,Z{G*4FU}IP,1261,On
Wind,1062.79,7,X{Z*9WM}EZ,1575,Off
Cloud,1163.44,8,{O*2WJ}XT,621,On
Cloud, 103.99,5,A{Y*2CP}TH,1726,On
Sun, 821.38,6,B{E*1GW}RE,1147,On
Fog, 190.33,23,D{T*1QL}FQ,82,Off
Cloud,1129.70,6,M{S*4M}NM,2069,On
Sleet, 838.50,6,D{O*1EO}NO,801,On
Rain,1203.27,7,W{L*7TM}FA,1562,Off
Fog,  62.47,7,Q{W*54K}JL,1744,On
Hail,1168.69,22,I{A*1IE}XI,1525,On
Breeze,1042.81,6,T{X*7NK}SF,1741,On
Shower, 868.00,5,D{J*2GR}PX,1506,On
Sleet, 664.56,7,R{E*4JL}WI,1537,On
Sleet, 987.12,7,T{Q*0BJ}CR,2166,On
Fog, 461.94,16,A{S*6ZK}FC,2261,On
Fog, 325.93,5,T{T*2LB}YG,1469,On
Cloud,1004.88,5,H{H*8CA}QM,1259,On
Mist, 676.71,5,U{T*3IS}WF,84,On
Shower, 762.12,9,S{V*5EU}CD,475,On
Wind, 368.54,8,N{I*7ZT}TE,1451,On
Shower,1112.05,7,A{C*9PV}QN,2099,On
Fog,  38.38,6,C{V*5VJ2RQ,821,On
Cloud, 935.74,18,N{E*0SD}BN,1545,On
Sun, 327.21,8,C{R*21EZ}AA,2065,On
Wind,1105.93,8,U{Y*3ID}AM,1883,On
Breeze,1092.43,5,Y{S*5UE}JG,2285,On
Shower, 752.95,8,X{R*0CJ}WP,2256,On
Snow,1122.79,7,A{R*9IU}GQ,1067,On
Shower, 746.10,11,M{Y*4QZ}BI,2173,On
Sleet, 918.77,7,O{D*2JD}II,1568,On
Cloud, 702.39,5,T{I*1GE}IS,265,Off
Rain, 942.82,7,N{K*3BA}KL,592,On
Sun, 645.40,7,G{e*4VR}DU,1488,On
Shower,  81.62,10,B{Z*3EH}MZ,232,Off
Hail,  56.16,8,I{EN8AE}CL,2056,On
Breeze, 639.76,5,V{G*1YV}HZ,1015,On
Wind,1046.43,7,Z{F*1IP}UR,1646,On
Fog, 959.29,20,2{K*5IW}NZ,2099,On
Fog, 636.40,8,L{U*5QX}XV,1383,On
Cloud, 170.88,7,N{V*0IF}MW,1556,On
Shower,  13.66,7,C{P*9ZM}UO,1301,On
Snow, 720.35,8,P{X*8TU}PY,1551,On
Wind, 760.37,23,R{Z*2LR}BU,1023,On
